common_name,botanical_name,plant_url
Kern County Evening-primrose,Camissonia kernensis ssp. kernensis,//legacy.calscape.org/qrcodes/Camissonia-kernensis-ssp.-kernensis(192)
Tehachapi Bushmallow,Malacothamnus orbiculatus,//legacy.calscape.org/qrcodes/Malacothamnus-orbiculatus(192)
Bigelow's Bluegrass,Poa bigelovii,//legacy.calscape.org/qrcodes/Poa-bigelovii(192)
Caleb Saltbush,Atriplex canescens var. laciniata,//legacy.calscape.org/qrcodes/Atriplex-canescens-var.-laciniata(192)
Red Three Awn,Aristida purpurea var. longiseta,//legacy.calscape.org/qrcodes/Aristida-purpurea-var.-longiseta(192)
Cusick's Bluegrass,Poa cusickii ssp. cusickii,//legacy.calscape.org/qrcodes/Poa-cusickii-ssp.-cusickii(192)
Rock Monardella,Monardella saxicola,//legacy.calscape.org/qrcodes/Monardella-saxicola(192)
Short Leaved Fescue,Festuca brachyphylla ssp. breviculmis,//legacy.calscape.org/qrcodes/Festuca-brachyphylla-ssp.-breviculmis(192)
Alderson's Rush-rose,Crocanthemum aldersonii,//legacy.calscape.org/qrcodes/Crocanthemum-aldersonii(192)
Goosefoot Violet,Viola purpurea ssp. mohavensis,//legacy.calscape.org/qrcodes/Viola-purpurea-ssp.-mohavensis(192)
Spoon-sepal Spineflower,Chorizanthe obovata,//legacy.calscape.org/qrcodes/Chorizanthe-obovata(192)
Field Popcornflower,Plagiobothrys fulvus var. campestris,//legacy.calscape.org/qrcodes/Plagiobothrys-fulvus-var.-campestris(192)
Abrams' Alumroot,Heuchera abramsii,//legacy.calscape.org/qrcodes/Heuchera-abramsii(192)
Parry's,Polygonum parryi,//legacy.calscape.org/qrcodes/Polygonum-parryi(192)
Torrey Wolfberry,Lycium torreyi,//legacy.calscape.org/qrcodes/Lycium-torreyi(192)
Pine Gilia,Gilia leptantha ssp. pinetorum,//legacy.calscape.org/qrcodes/Gilia-leptantha-ssp.-pinetorum(192)
Big Pod Lupine,Lupinus pachylobus,//legacy.calscape.org/qrcodes/Lupinus-pachylobus(192)
Seashore Blue Grass,Poa macrantha,//legacy.calscape.org/qrcodes/Poa-macrantha(192)
Salmon Creek Indian Paintbrush,Castilleja praeterita,//legacy.calscape.org/qrcodes/Castilleja-praeterita(192)
Rattan's Cryptantha,Cryptantha rattanii,//legacy.calscape.org/qrcodes/Cryptantha-rattanii(192)
Desert Winged Rockcress,Sibara deserti,//legacy.calscape.org/qrcodes/Sibara-deserti(192)
Wright Three-awn,Aristida purpurea var. wrightii,//legacy.calscape.org/qrcodes/Aristida-purpurea-var.-wrightii(192)
Decumbent Spikerush,Eleocharis decumbens,//legacy.calscape.org/qrcodes/Eleocharis-decumbens(192)
Austin's Woodbeauty,Drymocallis lactea var. austiniae,//legacy.calscape.org/qrcodes/Drymocallis-lactea-var.-austiniae(192)
Davy's Semaphore Grass,Pleuropogon californicus var. davyi,//legacy.calscape.org/qrcodes/Pleuropogon-californicus-var.-davyi(192)
,Cryptantha intermedia var. intermedia,//legacy.calscape.org/qrcodes/Cryptantha-intermedia-var.-intermedia(192)
Slender Clarkia,Clarkia exilis,//legacy.calscape.org/qrcodes/Clarkia-exilis(192)
Hoary Gooseberry,Ribes roezlii var. amictum,//legacy.calscape.org/qrcodes/Ribes-roezlii-var.-amictum(192)
Great Valley Phacelia,Phacelia ciliata var. ciliata,//legacy.calscape.org/qrcodes/Phacelia-ciliata-var.-ciliata(192)
Short-lobed Broomrape,Orobanche parishii ssp. brachyloba,//legacy.calscape.org/qrcodes/Orobanche-parishii-ssp.-brachyloba(192)
,Camissoniopsis confusa,//legacy.calscape.org/qrcodes/Camissoniopsis-confusa(192)
Narrow-leaved Psorothamnus,Psorothamnus fremontii var. attenuatus,//legacy.calscape.org/qrcodes/Psorothamnus-fremontii-var.-attenuatus(192)
Shining Pondweed,Potamogeton illinoensis,//legacy.calscape.org/qrcodes/Potamogeton-illinoensis(192)
Umbrella Larkspur,Delphinium umbraculorum,//legacy.calscape.org/qrcodes/Delphinium-umbraculorum(192)
Seaside Bird's-beak,Cordylanthus rigidus ssp. littoralis,//legacy.calscape.org/qrcodes/Cordylanthus-rigidus-ssp.-littoralis(192)
,Monardella australis ssp. australis,//legacy.calscape.org/qrcodes/Monardella-australis-ssp.-australis(192)
Riverbar Birdsfoot Trefoil,Acmispon denticulatus,//legacy.calscape.org/qrcodes/Acmispon-denticulatus(192)
Western Labrador Tea,Rhododendron neoglandulosum,//legacy.calscape.org/qrcodes/Rhododendron-neoglandulosum(192)
Malibu Baccharis,Baccharis malibuensis,//legacy.calscape.org/qrcodes/Baccharis-malibuensis(192)
Lemonscented Madia,Madia citriodora,//legacy.calscape.org/qrcodes/Madia-citriodora(192)
Hoover's Bent Grass,Agrostis hooveri,//legacy.calscape.org/qrcodes/Agrostis-hooveri(192)
Twisselmann's Buckwheat,Eriogonum twisselmannii,//legacy.calscape.org/qrcodes/Eriogonum-twisselmannii(192)
Heated Phacelia,Phacelia thermalis,//legacy.calscape.org/qrcodes/Phacelia-thermalis(192)
Santa Clarita Bushmallow,Malacothamnus marrubioides,//legacy.calscape.org/qrcodes/Malacothamnus-marrubioides(192)
Vasey's Prickly Pear,Opuntia vaseyi,//legacy.calscape.org/qrcodes/Opuntia-vaseyi(192)
Marsh Checkerbloom,Sidalcea oregana ssp. hydrophila,//legacy.calscape.org/qrcodes/Sidalcea-oregana-ssp.-hydrophila(192)
Cismontane Minuartia,Minuartia cismontana,//legacy.calscape.org/qrcodes/Minuartia-cismontana(192)
,Eremogone macradenia var. arcuifolia,//legacy.calscape.org/qrcodes/Eremogone-macradenia-var.-arcuifolia(192)
Nevada Rabbitbrush,Ericameria parryi var. nevadensis,//legacy.calscape.org/qrcodes/Ericameria-parryi-var.-nevadensis(192)
Valdivia Duckweed,Lemna valdiviana,//legacy.calscape.org/qrcodes/Lemna-valdiviana(192)
Yolla Bolly Bedstraw,Galium ambiguum ssp. ambiguum,//legacy.calscape.org/qrcodes/Galium-ambiguum-ssp.-ambiguum(192)
Mt. Pinos Onion,Allium howellii var. clokeyi,//legacy.calscape.org/qrcodes/Allium-howellii-var.-clokeyi(192)
Del Norte Manzanita,Arctostaphylos nortensis,//legacy.calscape.org/qrcodes/Arctostaphylos-nortensis(192)
Woolly-leaved Milkvetch,Astragalus whitneyi var. lenophyllus,//legacy.calscape.org/qrcodes/Astragalus-whitneyi-var.-lenophyllus(192)
Arching Sedge,Carex cyrtostachya,//legacy.calscape.org/qrcodes/Carex-cyrtostachya(192)
Shevock's Goldenaster,Heterotheca shevockii,//legacy.calscape.org/qrcodes/Heterotheca-shevockii(192)
Mountain Phacelia,Phacelia orogenes,//legacy.calscape.org/qrcodes/Phacelia-orogenes(192)
Hoary Navarretia,Navarretia eriocephala,//legacy.calscape.org/qrcodes/Navarretia-eriocephala(192)
Chaparral Sedge,Carex xerophila,//legacy.calscape.org/qrcodes/Carex-xerophila(192)
Sitka Brome,Bromus sitchensis,//legacy.calscape.org/qrcodes/Bromus-sitchensis(192)
Dudley's Triteleia,Triteleia dudleyi,//legacy.calscape.org/qrcodes/Triteleia-dudleyi(192)
Mountain Meadow Wild Buckwheat,Eriogonum spergulinum var. pratense,//legacy.calscape.org/qrcodes/Eriogonum-spergulinum-var.-pratense(192)
Klamath Fleabane,Erigeron klamathensis,//legacy.calscape.org/qrcodes/Erigeron-klamathensis(192)
Coso Mountains Lupine,Lupinus magnificus var. glarecola,//legacy.calscape.org/qrcodes/Lupinus-magnificus-var.-glarecola(192)
Fragile Pentachaeta,Pentachaeta fragilis,//legacy.calscape.org/qrcodes/Pentachaeta-fragilis(192)
Freckled Milkvetch,Astragalus lentiginosus var. idriensis,//legacy.calscape.org/qrcodes/Astragalus-lentiginosus-var.-idriensis(192)
Santa Catalina Island Desert-thorn,Lycium brevipes var. hassei,//legacy.calscape.org/qrcodes/Lycium-brevipes-var.-hassei(192)
Peirson's Pincushion,Chaenactis carphoclinia var. peirsonii,//legacy.calscape.org/qrcodes/Chaenactis-carphoclinia-var.-peirsonii(192)
Small's Sulphur Flower,Eriogonum umbellatum var. smallianum,//legacy.calscape.org/qrcodes/Eriogonum-umbellatum-var.-smallianum(192)
Blueleaf Cinquefoil,Potentilla glaucophylla var. glaucophylla,//legacy.calscape.org/qrcodes/Potentilla-glaucophylla-var.-glaucophylla(192)
,Pyrrocoma lanceolata var. lanceolata,//legacy.calscape.org/qrcodes/Pyrrocoma-lanceolata-var.-lanceolata(192)
Pacific Fringed Thistle,Cirsium remotifolium var. odontolepis,//legacy.calscape.org/qrcodes/Cirsium-remotifolium-var.-odontolepis(192)
Abrams' Lupine,Lupinus albifrons var. abramsii,//legacy.calscape.org/qrcodes/Lupinus-albifrons-var.-abramsii(192)
,Hesperevax acaulis var. robustior,//legacy.calscape.org/qrcodes/Hesperevax-acaulis-var.-robustior(192)
,Ranunculus aquatilis var. aquatilis,//legacy.calscape.org/qrcodes/Ranunculus-aquatilis-var.-aquatilis(192)
Lodgepole-pine Dwarf Mistletoe,Arceuthobium americanum,//legacy.calscape.org/qrcodes/Arceuthobium-americanum(192)
Mathias' Button-celery,Eryngium mathiasiae,//legacy.calscape.org/qrcodes/Eryngium-mathiasiae(192)
Siskiyou Aster,Eucephalus glabratus,//legacy.calscape.org/qrcodes/Eucephalus-glabratus(192)
Roughstalk Witch Grass,Panicum hirticaule ssp. hirticaule,//legacy.calscape.org/qrcodes/Panicum-hirticaule-ssp.-hirticaule(192)
Cook's Triteleia,Triteleia ixioides ssp. cookii,//legacy.calscape.org/qrcodes/Triteleia-ixioides-ssp.-cookii(192)
Cardinal Flower,Lobelia cardinalis var. pseudosplendens,//legacy.calscape.org/qrcodes/Lobelia-cardinalis-var.-pseudosplendens(192)
Greene's Narrow-leaved Daisy,Erigeron greenei,//legacy.calscape.org/qrcodes/Erigeron-greenei(192)
Santa Monica Dudleya,Dudleya cymosa ssp. ovatifolia,//legacy.calscape.org/qrcodes/Dudleya-cymosa-ssp.-ovatifolia(192)
Spreadingpod Rockcress,Boechera divaricarpa,//legacy.calscape.org/qrcodes/Boechera-divaricarpa(192)
,Thysanocarpus desertorum,//legacy.calscape.org/qrcodes/Thysanocarpus-desertorum(192)
,Arabis eschscholtziana,//legacy.calscape.org/qrcodes/Arabis-eschscholtziana(192)
Dwarf Lessingia,Lessingia nana,//legacy.calscape.org/qrcodes/Lessingia-nana(192)
Santa Catalina Island Bushmallow,Malacothamnus fasciculatus var. catalinensis,//legacy.calscape.org/qrcodes/Malacothamnus-fasciculatus-var.-catalinensis(192)
Sierra Clarkia,Clarkia virgata,//legacy.calscape.org/qrcodes/Clarkia-virgata(192)
Inyo Phacelia,Phacelia inyoensis,//legacy.calscape.org/qrcodes/Phacelia-inyoensis(192)
Sierra Bluecup,Githopsis pulchella var. pulchella,//legacy.calscape.org/qrcodes/Githopsis-pulchella-var.-pulchella(192)
Scabland Fleabane,Erigeron bloomeri var. nudatus,//legacy.calscape.org/qrcodes/Erigeron-bloomeri-var.-nudatus(192)
Douglas' Mesamint,Pogogyne douglasii ssp. parviflora,//legacy.calscape.org/qrcodes/Pogogyne-douglasii-ssp.-parviflora(192)
Mount Patterson Senecio,Senecio pattersonensis,//legacy.calscape.org/qrcodes/Senecio-pattersonensis(192)
Dropseed Rockcress,Boechera pendulocarpa,//legacy.calscape.org/qrcodes/Boechera-pendulocarpa(192)
Threepetal Bedstraw,Galium trifidum ssp. subbiflorum,//legacy.calscape.org/qrcodes/Galium-trifidum-ssp.-subbiflorum(192)
Letterman's Blue Grass,Poa lettermanii,//legacy.calscape.org/qrcodes/Poa-lettermanii(192)
Creeping Primrose-willow,Ludwigia repens,//legacy.calscape.org/qrcodes/Ludwigia-repens(192)
Sagebrush Buttercup,Ranunculus glaberrimus var. glaberrimus,//legacy.calscape.org/qrcodes/Ranunculus-glaberrimus-var.-glaberrimus(192)
Prostrate Chamise,Adenostoma fasciculatum var. prostratum,//legacy.calscape.org/qrcodes/Adenostoma-fasciculatum-var.-prostratum(192)
Dudley's Rush,Juncus dudleyi,//legacy.calscape.org/qrcodes/Juncus-dudleyi(192)
Gray Beardtongue,Penstemon cinereus,//legacy.calscape.org/qrcodes/Penstemon-cinereus(192)
Heartleaf Springbeauty,Claytonia cordifolia,//legacy.calscape.org/qrcodes/Claytonia-cordifolia(192)
,Polygonum sawatchense ssp. oblivium,//legacy.calscape.org/qrcodes/Polygonum-sawatchense-ssp.-oblivium(192)
Torrey's Blue Eyed Mary,Collinsia torreyi var. brevicarinata,//legacy.calscape.org/qrcodes/Collinsia-torreyi-var.-brevicarinata(192)
Common Duckmeat,Spirodela polyrhiza,//legacy.calscape.org/qrcodes/Spirodela-polyrhiza(192)
Howell's Thelypody,Thelypodium howellii,//legacy.calscape.org/qrcodes/Thelypodium-howellii(192)
Santa Barbara Ceanothus,Ceanothus impressus var. impressus,//legacy.calscape.org/qrcodes/Ceanothus-impressus-var.-impressus(192)
Santa Cruz Mountains Pussypaws,Calyptridium parryi var. hesseae,//legacy.calscape.org/qrcodes/Calyptridium-parryi-var.-hesseae(192)
Marcescent Dudleya,Dudleya cymosa ssp. marcescens,//legacy.calscape.org/qrcodes/Dudleya-cymosa-ssp.-marcescens(192)
Bristly Stickseed,Hackelia setosa,//legacy.calscape.org/qrcodes/Hackelia-setosa(192)
Thorne's Royal Larkspur,Delphinium variegatum ssp. thornei,//legacy.calscape.org/qrcodes/Delphinium-variegatum-ssp.-thornei(192)
Greene's Four O'clock,Mirabilis greenei,//legacy.calscape.org/qrcodes/Mirabilis-greenei(192)
Desert Germander,Teucrium glandulosum,//legacy.calscape.org/qrcodes/Teucrium-glandulosum(192)
Anthony Peak Larkspur,Delphinium antoninum,//legacy.calscape.org/qrcodes/Delphinium-antoninum(192)
Mount Laguna Aster,Dieteria asteroides var. lagunensis,//legacy.calscape.org/qrcodes/Dieteria-asteroides-var.-lagunensis(192)
Pine Creek Evening-primrose,Eremothera boothii ssp. alyssoides,//legacy.calscape.org/qrcodes/Eremothera-boothii-ssp.-alyssoides(192)
Sierra Nevada Leptosiphon,Leptosiphon oblanceolatus,//legacy.calscape.org/qrcodes/Leptosiphon-oblanceolatus(192)
Earlimart Orach,Atriplex cordulata var. erecticaulis,//legacy.calscape.org/qrcodes/Atriplex-cordulata-var.-erecticaulis(192)
Kofa Mountain Barberry,Berberis harrisoniana,//legacy.calscape.org/qrcodes/Berberis-harrisoniana(192)
Jepson's Broomrape,Orobanche californica ssp. jepsonii,//legacy.calscape.org/qrcodes/Orobanche-californica-ssp.-jepsonii(192)
Catalina Grass,Dissanthelium californicum,//legacy.calscape.org/qrcodes/Dissanthelium-californicum(192)
Kern Morning Glory,Calystegia occidentalis var. tomentella,//legacy.calscape.org/qrcodes/Calystegia-occidentalis-var.-tomentella(192)
,Phlox stansburyi ssp. superba,//legacy.calscape.org/qrcodes/Phlox-stansburyi-ssp.-superba(192)
Mendocino Erigeron,Erigeron foliosus var. mendocinus,//legacy.calscape.org/qrcodes/Erigeron-foliosus-var.-mendocinus(192)
Macdonald Oak,Quercus macdonaldii,//legacy.calscape.org/qrcodes/Quercus-macdonaldii(192)
Pubescent Lemmon's Needlegrass,Stipa lemmonii var. pubescens,//legacy.calscape.org/qrcodes/Stipa-lemmonii-var.-pubescens(192)
Ovate Spikerush,Eleocharis ovata,//legacy.calscape.org/qrcodes/Eleocharis-ovata(192)
Timberland Blue-eyed-grass,Sisyrinchium longipes,//legacy.calscape.org/qrcodes/Sisyrinchium-longipes(192)
Water Howellia,Howellia aquatilis,//legacy.calscape.org/qrcodes/Howellia-aquatilis(192)
,Nama demissa var. covillei,//legacy.calscape.org/qrcodes/Nama-demissa-var.-covillei(192)
,Ranunculus canus var. canus,//legacy.calscape.org/qrcodes/Ranunculus-canus-var.-canus(192)
Howell's Thelypodium,Thelypodium howellii ssp. howellii,//legacy.calscape.org/qrcodes/Thelypodium-howellii-ssp.-howellii(192)
Chaparral Dodder,Cuscuta californica var. apiculata,//legacy.calscape.org/qrcodes/Cuscuta-californica-var.-apiculata(192)
Talus Willowherb,Epilobium clavatum,//legacy.calscape.org/qrcodes/Epilobium-clavatum(192)
Yellow Water Buttercup,Ranunculus flabellaris,//legacy.calscape.org/qrcodes/Ranunculus-flabellaris(192)
Thompson's Iris,Iris thompsonii,//legacy.calscape.org/qrcodes/Iris-thompsonii(192)
Marsh Willowherb,Epilobium palustre,//legacy.calscape.org/qrcodes/Epilobium-palustre(192)
Chaparral Popcornflower,Plagiobothrys torreyi var. perplexans,//legacy.calscape.org/qrcodes/Plagiobothrys-torreyi-var.-perplexans(192)
Bright Navarretia,Navarretia paradoxiclara,//legacy.calscape.org/qrcodes/Navarretia-paradoxiclara(192)
,Phacelia imbricata var. bernardina,//legacy.calscape.org/qrcodes/Phacelia-imbricata-var.-bernardina(192)
,Ranunculus occidentalis var. dissectus,//legacy.calscape.org/qrcodes/Ranunculus-occidentalis-var.-dissectus(192)
,Agoseris grandiflora var. leptophylla,//legacy.calscape.org/qrcodes/Agoseris-grandiflora-var.-leptophylla(192)
San Mateo Tree Lupine,Lupinus eximius,//legacy.calscape.org/qrcodes/Lupinus-eximius(192)
Silver Bladderpod,Physaria ludoviciana,//legacy.calscape.org/qrcodes/Physaria-ludoviciana(192)
Small-flowered Grass-of-parnassus,Parnassia parviflora,//legacy.calscape.org/qrcodes/Parnassia-parviflora(192)
Inland Rush,Juncus interior,//legacy.calscape.org/qrcodes/Juncus-interior(192)
,Chylismia cardiophylla ssp. robusta,//legacy.calscape.org/qrcodes/Chylismia-cardiophylla-ssp.-robusta(192)
,Phacelia viscida var. viscida,//legacy.calscape.org/qrcodes/Phacelia-viscida-var.-viscida(192)
Howell's Pussytoes,Antennaria howellii ssp. howellii,//legacy.calscape.org/qrcodes/Antennaria-howellii-ssp.-howellii(192)
Howe's Hedgehog Cactus,Echinocereus engelmannii var. howei,//legacy.calscape.org/qrcodes/Echinocereus-engelmannii-var.-howei(192)
Boreal Sage,Artemisia borealis ssp. borealis,//legacy.calscape.org/qrcodes/Artemisia-borealis-ssp.-borealis(192)
Owyhee Ivesia Violet,Ivesia baileyi var. beneolens,//legacy.calscape.org/qrcodes/Ivesia-baileyi-var.-beneolens(192)
Cocks-comb Cat's-eye,Cryptantha celosioides,//legacy.calscape.org/qrcodes/Cryptantha-celosioides(192)
Shasta Orthocarpus,Orthocarpus pachystachyus,//legacy.calscape.org/qrcodes/Orthocarpus-pachystachyus(192)
Western Seablite,Suaeda occidentalis,//legacy.calscape.org/qrcodes/Suaeda-occidentalis(192)
Douglas-fir Dwarf Mistletoe,Arceuthobium douglasii,//legacy.calscape.org/qrcodes/Arceuthobium-douglasii(192)
Suisun Gumplant,Grindelia x paludosa,//legacy.calscape.org/qrcodes/Grindelia-x-paludosa(192)
,Nama aretioides var. californica,//legacy.calscape.org/qrcodes/Nama-aretioides-var.-californica(192)
Hooker's Balsamroot,Balsamorhiza hirsuta,//legacy.calscape.org/qrcodes/Balsamorhiza-hirsuta(192)
Western Grasswort,Lilaeopsis occidentalis,//legacy.calscape.org/qrcodes/Lilaeopsis-occidentalis(192)
Paradox Navarretia,Navarretia paradoxinota,//legacy.calscape.org/qrcodes/Navarretia-paradoxinota(192)
,Artemisia arbuscula ssp. longiloba,//legacy.calscape.org/qrcodes/Artemisia-arbuscula-ssp.-longiloba(192)
Slender-leaved Pondweed,Stuckenia filiformis ssp. alpina,//legacy.calscape.org/qrcodes/Stuckenia-filiformis-ssp.-alpina(192)
Pincushion Navarretia,Navarretia myersii ssp. myersii,//legacy.calscape.org/qrcodes/Navarretia-myersii-ssp.-myersii(192)
Intermountain Milkwort,Polygala intermontana,//legacy.calscape.org/qrcodes/Polygala-intermontana(192)
Livid Sedge,Carex livida,//legacy.calscape.org/qrcodes/Carex-livida(192)
,Lactuca tatarica ssp. pulchella,//legacy.calscape.org/qrcodes/Lactuca-tatarica-ssp.-pulchella(192)
Cusick's Bluegrass,Poa cusickii ssp. pallida,//legacy.calscape.org/qrcodes/Poa-cusickii-ssp.-pallida(192)
,Rosa nutkana ssp. macdougalii,//legacy.calscape.org/qrcodes/Rosa-nutkana-ssp.-macdougalii(192)
Douglas Maple,Acer glabrum var. douglasii,//legacy.calscape.org/qrcodes/Acer-glabrum-var.-douglasii(192)
Kernville Poppy,Eschscholzia procera,//legacy.calscape.org/qrcodes/Eschscholzia-procera(192)
Marble Mountain Campion,Silene marmorensis,//legacy.calscape.org/qrcodes/Silene-marmorensis(192)
Monarch Buckwheat,Eriogonum ovalifolium var. monarchense,//legacy.calscape.org/qrcodes/Eriogonum-ovalifolium-var.-monarchense(192)
Kings Gold,Tropidocarpum californicum,//legacy.calscape.org/qrcodes/Tropidocarpum-californicum(192)
Rabbit-ear Rockcress,Boechera pendulina,//legacy.calscape.org/qrcodes/Boechera-pendulina(192)
Oregon Bedstraw,Galium oreganum,//legacy.calscape.org/qrcodes/Galium-oreganum(192)
Downy Buckwheat,Johanneshowellia puberula,//legacy.calscape.org/qrcodes/Johanneshowellia-puberula(192)
Oregon Lungwort,Mertensia bella,//legacy.calscape.org/qrcodes/Mertensia-bella(192)
Early Jewelflower,Streptanthus vernalis,//legacy.calscape.org/qrcodes/Streptanthus-vernalis(192)
,Cuscuta jepsonii,//legacy.calscape.org/qrcodes/Cuscuta-jepsonii(192)
Kittentail,Synthyris missurica ssp. missurica,//legacy.calscape.org/qrcodes/Synthyris-missurica-ssp.-missurica(192)
Seacliff Checkerbloom,Sidalcea malviflora ssp. rostrata,//legacy.calscape.org/qrcodes/Sidalcea-malviflora-ssp.-rostrata(192)
Modoc Frasera,Frasera albicaulis var. modocensis,//legacy.calscape.org/qrcodes/Frasera-albicaulis-var.-modocensis(192)
,Streptanthus vimineus,//legacy.calscape.org/qrcodes/Streptanthus-vimineus(192)
Southwestern False Cloak Fern,Argyrochosma limitanea,//legacy.calscape.org/qrcodes/Argyrochosma-limitanea(192)
,Luzula parviflora ssp. parviflora,//legacy.calscape.org/qrcodes/Luzula-parviflora-ssp.-parviflora(192)
Elmer's Dwarf Milk Vetch,Astragalus gambelianus var. elmeri,//legacy.calscape.org/qrcodes/Astragalus-gambelianus-var.-elmeri(192)
Broadleaf Milkweed,Asclepias latifolia,//legacy.calscape.org/qrcodes/Asclepias-latifolia(192)
Santa Rosa Mountains Leptosiphon,Leptosiphon floribundus ssp. hallii,//legacy.calscape.org/qrcodes/Leptosiphon-floribundus-ssp.-hallii(192)
Forget-me-not Popcornflower,Plagiobothrys verrucosus,//legacy.calscape.org/qrcodes/Plagiobothrys-verrucosus(192)
Detling's Silverpuffs,Microseris laciniata ssp. detlingii,//legacy.calscape.org/qrcodes/Microseris-laciniata-ssp.-detlingii(192)
Tall Woolly-marbles,Psilocarphus elatior,//legacy.calscape.org/qrcodes/Psilocarphus-elatior(192)
Western Rock-jasmine,Androsace occidentalis,//legacy.calscape.org/qrcodes/Androsace-occidentalis(192)
San Benito Onion,Allium howellii var. sanbenitense,//legacy.calscape.org/qrcodes/Allium-howellii-var.-sanbenitense(192)
,Cycladenia humilis var. jonesii,//legacy.calscape.org/qrcodes/Cycladenia-humilis-var.-jonesii(192)
Hillman's Stinkweed,Cleomella hillmanii,//legacy.calscape.org/qrcodes/Cleomella-hillmanii(192)
Sierra Bluecup,Githopsis pulchella var. glabra,//legacy.calscape.org/qrcodes/Githopsis-pulchella-var.-glabra(192)
Thurber's Pepperweed,Lepidium thurberi,//legacy.calscape.org/qrcodes/Lepidium-thurberi(192)
,Ozomelis diversifolia,//legacy.calscape.org/qrcodes/Ozomelis-diversifolia(192)
Blackfoot River Evening Primrose,Neoholmgrenia andina,//legacy.calscape.org/qrcodes/Neoholmgrenia-andina(192)
Frosted Mint,Poliomintha incana,//legacy.calscape.org/qrcodes/Poliomintha-incana(192)
Siskiyou Mtns. Huckleberry,Vaccinium coccineum,//legacy.calscape.org/qrcodes/Vaccinium-coccineum(192)
,Encelia farinosa x Encelia frutescens,//legacy.calscape.org/qrcodes/Encelia-farinosa-x-Encelia-frutescens(192)
Roundleaf Monkeyflower,Mimulus glabratus,//legacy.calscape.org/qrcodes/Mimulus-glabratus(192)
Wooton's Lip Fern,Myriopteris wootonii,//legacy.calscape.org/qrcodes/Myriopteris-wootonii(192)
Western Ragwort,Packera hesperia,//legacy.calscape.org/qrcodes/Packera-hesperia(192)
Greenland Cochlearia,Cochlearia groenlandica,//legacy.calscape.org/qrcodes/Cochlearia-groenlandica(192)
Remote-leaved Thistle,Cirsium remotifolium var. remotifolium,//legacy.calscape.org/qrcodes/Cirsium-remotifolium-var.-remotifolium(192)
Howell's Horkelia,Horkelia howellii,//legacy.calscape.org/qrcodes/Horkelia-howellii(192)
Sea Milkwort,Lysimachia maritima,//legacy.calscape.org/qrcodes/Lysimachia-maritima(192)
Cooper's Lip Fern,Myriopteris cooperae,//legacy.calscape.org/qrcodes/Myriopteris-cooperae(192)
Lace Lip Fern,Myriopteris gracillima,//legacy.calscape.org/qrcodes/Myriopteris-gracillima(192)
Rush Pussytoes,Antennaria luzuloides ssp. luzuloides,//legacy.calscape.org/qrcodes/Antennaria-luzuloides-ssp.-luzuloides(192)
Chaffweed,Lysimachia minima,//legacy.calscape.org/qrcodes/Lysimachia-minima(192)
,Micranthes marshallii,//legacy.calscape.org/qrcodes/Micranthes-marshallii(192)
South American Evening Primrose,Oenothera pubescens,//legacy.calscape.org/qrcodes/Oenothera-pubescens(192)
Santa Lucia Suncup,Camissoniopsis luciae,//legacy.calscape.org/qrcodes/Camissoniopsis-luciae(192)
Veatch's Dodder,Cuscuta veatchii,//legacy.calscape.org/qrcodes/Cuscuta-veatchii(192)
,Salicornia perennis,//legacy.calscape.org/qrcodes/Salicornia-perennis(192)
,Elymus gouldii,//legacy.calscape.org/qrcodes/Elymus-gouldii(192)
,Opuntia occidentalis,//legacy.calscape.org/qrcodes/Opuntia-occidentalis(192)
Alvord Oak,Quercus alvordiana,//legacy.calscape.org/qrcodes/Quercus-alvordiana(192)
Ray Hartman Ceanothus,Ceanothus 'Ray Hartman',//legacy.calscape.org/qrcodes/Ceanothus-'Ray-Hartman'(192)
Concha Ceanothus,Ceanothus 'Concha',//legacy.calscape.org/qrcodes/Ceanothus-'Concha'(192)
Bee's Bliss Sage,Salvia 'Bee's Bliss',//legacy.calscape.org/qrcodes/Salvia-'Bee's-Bliss'(192)
Austin Griffiths Manzanita,Arctostaphylos 'Austin Griffiths',//legacy.calscape.org/qrcodes/Arctostaphylos-'Austin-Griffiths'(192)
Sunset Manzanita,Arctostaphylos 'Sunset',//legacy.calscape.org/qrcodes/Arctostaphylos-'Sunset'(192)
Bert Johnson Little Sur Manzanita,Arctostaphylos edmundsii 'Bert Johnson',//legacy.calscape.org/qrcodes/Arctostaphylos-edmundsii-'Bert-Johnson'(192)
Frosty Blue Ceanothus,Ceanothus 'Frosty Blue',//legacy.calscape.org/qrcodes/Ceanothus-'Frosty-Blue'(192)
Diamond Heights Mountain Lilac,Ceanothus thyrsiflorus var. griseus 'Diamond Heights',//legacy.calscape.org/qrcodes/Ceanothus-thyrsiflorus-var.-griseus-'Diamond-Heights'(192)
Howard McMinn Manzanita,Arctostaphylos densiflora 'Howard McMinn',//legacy.calscape.org/qrcodes/Arctostaphylos-densiflora-'Howard-McMinn'(192)
Yankee Point Carmel Ceanothus,Ceanothus thyrsiflorus var. griseus 'Yankee Point',//legacy.calscape.org/qrcodes/Ceanothus-thyrsiflorus-var.-griseus-'Yankee-Point'(192)
Pacific Sunset Flannel Bush,Fremontodendron 'Pacific Sunset',//legacy.calscape.org/qrcodes/Fremontodendron-'Pacific-Sunset'(192)
